日期和時間,當下車速(公里/小時),未來車速(公里/小時)
970214 1010,75.8515,74.0179
970214 1015,74.0179,76.4818
970214 1020,76.4818,79.1604
970214 1025,79.1604,71.9727
970214 1030,71.9727,74.2172
970214 1035,74.2172,75.7346
970214 1040,75.7346,81.8987
970214 1045,81.8987,78.078
970214 1050,78.078,78.078
970214 1055,78.078,76.7635
970214 1100,76.7635,80.8372
970214 1105,80.8372,74.8028
970214 1110,74.8028,79.9933
970214 1115,79.9933,80.4322
970214 1120,80.4322,78.2045
970214 1125,78.2045,82.1085
970214 1130,82.1085,75.6119
970214 1135,75.6119,82.1655
970214 1140,82.1655,77.8133
970214 1145,77.8133,82.4029
970214 1150,82.4029,82.4029
970214 1155,82.4029,79.9356
970214 1200,79.9356,79.6397
970214 1205,79.6397,78.4337
970214 1210,78.4337,76.3342
970214 1215,76.3342,76.2597
970214 1220,76.2597,78.5588
970214 1225,78.5588,78.2849
970214 1230,78.2849,77.1889
970214 1235,77.1889,71.9443
970214 1240,71.9443,77.4346
970214 1245,77.4346,81.029
970214 1250,81.029,81.029
970214 1255,81.029,84.073
970214 1300,84.073,78.0759
970214 1305,78.0759,74.9652
970214 1310,74.9652,77.2238
970214 1315,77.2238,79.8712
970214 1320,79.8712,78.0472
970214 1325,78.0472,73.9686
970214 1330,73.9686,77.6125
970214 1335,77.6125,75.1822
970214 1340,75.1822,69.9057
970214 1345,69.9057,74.0428
970214 1350,74.0428,74.0428
970214 1355,74.0428,73.8978
970214 1400,73.8978,73.8916
970214 1405,73.8916,64.6173
970214 1410,64.6173,73.6154
970214 1415,73.6154,74.1367
970214 1420,74.1367,68.839
970214 1425,68.839,74.2671
970214 1430,74.2671,65.3295
970214 1435,65.3295,70.2553
970214 1440,70.2553,71.332
970214 1445,71.332,75.2584
970214 1450,75.2584,75.2584
970214 1455,75.2584,64.2044
970214 1500,64.2044,75.6
970214 1505,75.6,73.7414
970214 1510,73.7414,73.3283
970214 1515,73.3283,73.0962
970214 1520,73.0962,71.9516
970214 1525,71.9516,77.1824
970214 1530,77.1824,75.1693
970214 1535,75.1693,75.0109
970214 1540,75.0109,75.5991
970214 1545,75.5991,73.247
970214 1550,73.247,73.247
970214 1555,73.247,75.3405
970214 1600,75.3405,73.6866
970214 1605,73.6866,69.0525
970214 1610,69.0525,76.1453
970214 1615,76.1453,68.2618
970214 1620,68.2618,72.1497
970214 1625,72.1497,71.3083
970214 1630,71.3083,74.5776
970214 1635,74.5776,70.9842
970214 1640,70.9842,71.0119
970214 1645,71.0119,66.1537
970214 1650,66.1537,66.1537
970214 1655,66.1537,67.2161
970214 1700,67.2161,65.6275
970214 1705,65.6275,64.2144
970214 1710,64.2144,68.8717
970214 1715,68.8717,71.534
970214 1720,71.534,69.0905
970214 1725,69.0905,70.2018
970214 1730,70.2018,68.8326
970214 1735,68.8326,67.4314
970214 1740,67.4314,65.2982
970214 1745,65.2982,69.8819
970214 1750,69.8819,69.8819
970214 1755,69.8819,58.288
970214 1800,58.288,60.5865
970214 1805,60.5865,60.482
970214 1810,60.482,62.3541
970214 1815,62.3541,63.8352
970214 1820,63.8352,66.6474
970214 1825,66.6474,65.33
970214 1830,65.33,63.1331
970214 1835,63.1331,66.4849
970214 1840,66.4849,69.7634
970214 1845,69.7634,61.0817
970214 1850,61.0817,61.0817
970214 1855,61.0817,71.587
970214 1900,71.587,72.581
970214 1905,72.581,71.4871
970214 1910,71.4871,78.2053
970214 1915,78.2053,74.2171
970214 1920,74.2171,74.486
970214 1925,74.486,77.9478
970214 1930,77.9478,79.9397
970214 1935,79.9397,78.3049
970214 1940,78.3049,80.4737
970214 1945,80.4737,82.791
970214 1950,82.791,82.791
970214 1955,82.791,84.2522
970214 2000,84.2522,81.4448
970214 2005,81.4448,84.4524
970214 2010,84.4524,79.1563
970214 2015,79.1563,87.2602
970214 2020,87.2602,86.8648
970214 2025,86.8648,85.4609
970214 2030,85.4609,81.2136
970214 2035,81.2136,80.1808
970214 2040,80.1808,81.5342
970214 2045,81.5342,78.9443
970214 2050,78.9443,78.9443
970214 2055,78.9443,85.0033
970214 2100,85.0033,85.1139
970214 2105,85.1139,80.373
970214 2110,80.373,81.4184
970214 2115,81.4184,74.369
970214 2120,74.369,85.0187
970214 2125,85.0187,86.0732
970214 2130,86.0732,85.596
970214 2135,85.596,86.7465
970214 2140,86.7465,83.3084
970214 2145,83.3084,85.5278
970214 2150,85.5278,85.5278
970214 2155,85.5278,88.2605
970214 2200,88.2605,85
970214 2205,85,85.1875
970214 2210,85.1875,84.2996
970214 2215,84.2996,87.2787
970214 2220,87.2787,88.4364
970214 2225,88.4364,88.0036
970214 2230,88.0036,83.6237
970214 2235,83.6237,88.3789
970214 2240,88.3789,86.1116
970214 2245,86.1116,87.6411
970214 2250,87.6411,87.6411
970214 2255,87.6411,89.514
970214 2300,89.514,88.9006
970214 2305,88.9006,88.6893
970214 2310,88.6893,88.8882
970214 2315,88.8882,87.1702
970214 2320,87.1702,89.1319
970214 2325,89.1319,90.3678
970214 2330,90.3678,90.3457
970214 2335,90.3457,89.8786
970214 2340,89.8786,92.2958
970214 2345,92.2958,90.5629
970214 2350,90.5629,90.5629
970214 2355,90.5629,89.8148
970215 0000,89.8148,91.6496
970215 0005,91.6496,91.9099
970215 0010,91.9099,90.3471
970215 0015,90.3471,88.7788
970215 0020,88.7788,92.1695
970215 0025,92.1695,93.8053
970215 0030,93.8053,89.6606
970215 0035,89.6606,91.4911
970215 0040,91.4911,93.125
970215 0045,93.125,91.3365
970215 0050,91.3365,91.3365
970215 0055,91.3365,86.4105
970215 0100,86.4105,91.1351
970215 0105,91.1351,92.9474
970215 0110,92.9474,91.027
970215 0115,91.027,91.8152
970215 0120,91.8152,92.8861
970215 0125,92.8861,93.4474
970215 0130,93.4474,92.7241
970215 0135,92.7241,93.8824
970215 0140,93.8824,90.1644
970215 0145,90.1644,90.8986
970215 0150,90.8986,90.8986
970215 0155,90.8986,92.6557
970215 0200,92.6557,91.5098
970215 0205,91.5098,95.2
970215 0210,95.2,92.88
970215 0215,92.88,94.0233
970215 0220,94.0233,91.8254
970215 0225,91.8254,91.8254
970215 0230,91.8254,90.2927
970215 0245,90.2927,90.2927
970215 0250,90.2927,92.4717
970215 0255,92.4717,91.4898
970215 0300,91.4898,91.9
970215 0305,91.9,89.4706
970215 0310,89.4706,90.1842
970215 0315,90.1842,92.6047
970215 0320,92.6047,90
970215 0510,90,89.5789
970215 0515,89.5789,88.3125
970215 0520,88.3125,92.6047
970215 0525,92.6047,92.1639
970215 0530,92.1639,88.8356
970215 0535,88.8356,92.1509
970215 0540,92.1509,92.5429
970215 0545,92.5429,89.1333
970215 0550,89.1333,89.1333
970215 0555,89.1333,89.972
970215 0600,89.972,91.1182
970215 0605,91.1182,89.8364
970215 0610,89.8364,89.8403
970215 0615,89.8403,88.0545
970215 0620,88.0545,90.0045
970215 0625,90.0045,89.8475
970215 0630,89.8475,89.1095
970215 0635,89.1095,78.2174
970215 0640,78.2174,82.0856
970215 0645,82.0856,79.1247
970215 0650,79.1247,79.1247
970215 0655,79.1247,77.9832
970215 0700,77.9832,73.208
970215 0705,73.208,74.5712
970215 0710,74.5712,69.0609
970215 0715,69.0609,71.4678
970215 0720,71.4678,71.0479
970215 0725,71.0479,64.3485
970215 0730,64.3485,63.6021
970215 0735,63.6021,70.3777
970215 0740,70.3777,72.2062
970215 0745,72.2062,73.2961
970215 0750,73.2961,73.2961
970215 0755,73.2961,65.8218
970215 0800,65.8218,66.7075
970215 0805,66.7075,62.7662
970215 0810,62.7662,65.2067
970215 0815,65.2067,71.209
970215 0820,71.209,70.7376
970215 0825,70.7376,73.4148
970215 0830,73.4148,67.3843
970215 0835,67.3843,60.8778
970215 0840,60.8778,70.35
970215 0845,70.35,63.0481
970215 0850,63.0481,63.0481
970215 0855,63.0481,66.6877
970215 0900,66.6877,72.8358
970215 0905,72.8358,71.4068
970215 0910,71.4068,68.8702
970215 0915,68.8702,70.5931
970215 0920,70.5931,71.6438
970215 0925,71.6438,76.4158
970215 0930,76.4158,76.1213
970215 0935,76.1213,78.8818
970215 0940,78.8818,74.2192
970215 0945,74.2192,73.1767
970215 0950,73.1767,73.1767
970215 0955,73.1767,78.6471
970215 1000,78.6471,74.6857
970215 1005,74.6857,77.7865
970215 1010,77.7865,78.3166
970215 1015,78.3166,76.3647
970215 1020,76.3647,75.3933
970215 1025,75.3933,79.3801
970215 1030,79.3801,78.3363
970215 1035,78.3363,78.7743
970215 1040,78.7743,71.2959
970215 1045,71.2959,72.3745
970215 1050,72.3745,72.3745
970215 1055,72.3745,74.9363
970215 1100,74.9363,80.6206
970215 1105,80.6206,81.6327
970215 1110,81.6327,81.8518
970215 1115,81.8518,76.443
970215 1120,76.443,79.1224
970215 1125,79.1224,72.698
970215 1130,72.698,77.5668
970215 1135,77.5668,75.5085
970215 1140,75.5085,74.5404
970215 1145,74.5404,79.9389
970215 1150,79.9389,79.9389
970215 1155,79.9389,76.8414
970215 1200,76.8414,84.4062
970215 1205,84.4062,83.5956
970215 1210,83.5956,76.2214
970215 1215,76.2214,83.8397
970215 1220,83.8397,80.4439
970215 1225,80.4439,83.9687
970215 1230,83.9687,80.8467
970215 1235,80.8467,84.5041
970215 1240,84.5041,83.5915
970215 1245,83.5915,84.6024
970215 1250,84.6024,84.6024
970215 1255,84.6024,79.0216
970215 1300,79.0216,83.6463
970215 1305,83.6463,79.9597
970215 1310,79.9597,78.9542
970215 1315,78.9542,83.2752
970215 1320,83.2752,78.662
970215 1325,78.662,79.3425
970215 1330,79.3425,76.9249
970215 1335,76.9249,79.2915
970215 1340,79.2915,80.1146
970215 1345,80.1146,76.2257
970215 1350,76.2257,76.2257
970215 1355,76.2257,77.3017
970215 1400,77.3017,75.6816
970215 1405,75.6816,77.5143
970215 1410,77.5143,77.6134
970215 1415,77.6134,69.1012
970215 1420,69.1012,74.4163
970215 1425,74.4163,77.05
970215 1430,77.05,74.6011
970215 1435,74.6011,77.4582
970215 1440,77.4582,83.9815
970215 1445,83.9815,67.3441
970215 1450,67.3441,67.3441
970215 1455,67.3441,77.3635
970215 1500,77.3635,75.2665
970215 1505,75.2665,72.159
970215 1510,72.159,75.9421
970215 1515,75.9421,84.9554
970215 1520,84.9554,80.0207
970215 1525,80.0207,80.6038
970215 1530,80.6038,80.6208
970215 1535,80.6208,77.9458
970215 1540,77.9458,78.336
970215 1545,78.336,87.1458
970215 1550,87.1458,87.1458
970215 1555,87.1458,74.8553
970215 1600,74.8553,80.0058
970215 1605,80.0058,75.8559
970215 1610,75.8559,82.3976
970215 1615,82.3976,76.876
970215 1620,76.876,79.7463
970215 1625,79.7463,79.9723
970215 1630,79.9723,78.92
970215 1635,78.92,74.2391
970215 1640,74.2391,73.9385
970215 1645,73.9385,76.5289
970215 1650,76.5289,76.5289
970215 1655,76.5289,70.5061
970215 1700,70.5061,71.348
970215 1705,71.348,74.9095
970215 1710,74.9095,78.6701
970215 1715,78.6701,78.6421
970215 1720,78.6421,75.056
970215 1725,75.056,78.7963
970215 1730,78.7963,77.9235
970215 1735,77.9235,75.886
970215 1740,75.886,81.011
970215 1745,81.011,80.7654
970215 1750,80.7654,80.7654
970215 1755,80.7654,78.8806
970215 1800,78.8806,74.0646
970215 1805,74.0646,76.5726
970215 1810,76.5726,63.2737
970215 1815,63.2737,44.4812
970215 1820,44.4812,51.2269
970215 1825,51.2269,62.8441
970215 1830,62.8441,66.4558
970215 1835,66.4558,76.1533
970215 1840,76.1533,70.5573
970215 1845,70.5573,81.2271
970215 1850,81.2271,81.2271
970215 1855,81.2271,82.7813
970215 1900,82.7813,81.5335
970215 1905,81.5335,83.6319
970215 1910,83.6319,83.3407
970215 1915,83.3407,83.9161
970215 1920,83.9161,80.9731
970215 1925,80.9731,81.0152
970215 1930,81.0152,82.7554
970215 1935,82.7554,85.9595
970215 1940,85.9595,79.846
970215 1945,79.846,84.7472
970215 1950,84.7472,84.7472
970215 1955,84.7472,81.6871
970215 2000,81.6871,81.215
970215 2005,81.215,81.9662
970215 2010,81.9662,79.5252
970215 2015,79.5252,79.5477
970215 2020,79.5477,81.3521
970215 2025,81.3521,81.1802
970215 2030,81.1802,82.9512
970215 2035,82.9512,84.8845
970215 2040,84.8845,84.1146
970215 2045,84.1146,81.5074
970215 2050,81.5074,81.5074
970215 2055,81.5074,78.7621
970215 2100,78.7621,83.1326
970215 2105,83.1326,83.2873
970215 2110,83.2873,77.3963
970215 2115,77.3963,81.7896
970215 2120,81.7896,83.5118
970215 2125,83.5118,85.2596
970215 2130,85.2596,83.3333
970215 2135,83.3333,84.4211
970215 2140,84.4211,86.3704
970215 2145,86.3704,87.0028
970215 2150,87.0028,87.0028
970215 2155,87.0028,86.7859
970215 2200,86.7859,84.3655
970215 2205,84.3655,85.6824
970215 2210,85.6824,78.7961
970215 2215,78.7961,82.0968
970215 2220,82.0968,82.6302
970215 2225,82.6302,83.5566
970215 2230,83.5566,85.8312
970215 2235,85.8312,84.6667
970215 2240,84.6667,86.7859
970215 2245,86.7859,87.2734
970215 2250,87.2734,87.2734
970215 2255,87.2734,86.3659
970215 2300,86.3659,85.5638
970215 2305,85.5638,86.2605
970215 2310,86.2605,86.5
970215 2315,86.5,89.0199
970215 2320,89.0199,90.2986
970215 2325,90.2986,88.2624
970215 2330,88.2624,91.3232
970215 2335,91.3232,90.4096
970215 2340,90.4096,87.2295
970215 2345,87.2295,90.9738
970215 2350,90.9738,91.9036
970215 2355,91.9036,91.5359
970216 0000,91.5359,90.1049
970216 0005,90.1049,90.2703
970216 0010,90.2703,89.4581
970216 0015,89.4581,88.9
970216 0020,88.9,91.0963
970216 0025,91.0963,89.9237
970216 0030,89.9237,91.0096
970216 0035,91.0096,88.0667
970216 0040,88.0667,91.875
970216 0045,91.875,91.2162
970216 0050,91.2162,91.2162
970216 0055,91.2162,93.3762
970216 0100,93.3762,88.732
970216 0105,88.732,89.7816
970216 0110,89.7816,90.75
970216 0115,90.75,92.9759
970216 0120,92.9759,92.6341
970216 0125,92.6341,92.141
970216 0130,92.141,90.5946
970216 0135,90.5946,88.1111
970216 0140,88.1111,90.2824
970216 0145,90.2824,90.2824
970216 0150,90.2824,92.7966
970216 0155,92.7966,91.7708
970216 0230,91.7708,88.322
970216 0235,88.322,88.9818
970216 0240,88.9818,88.9818
970216 0245,88.9818,90.4462
970216 0250,90.4462,92.2
970216 0255,92.2,86.1042
970216 0300,86.1042,94.06
970216 0305,94.06,91.3182
970216 0310,91.3182,92.3529
970216 0315,92.3529,84.5758
970216 0320,84.5758,89.1951
970216 0325,89.1951,91.6923
970216 0330,91.6923,90.4286
970216 0335,90.4286,89.1111
970216 0340,89.1111,87.5
970216 0345,87.5,90.9063
970216 0350,90.9063,90.9063
970216 0355,90.9063,90.8537
970216 0400,90.8537,92.025
970216 0405,92.025,91.025
970216 0410,91.025,89.0426
970216 0415,89.0426,87.8125
970216 0420,87.8125,91.881
970216 0425,91.881,85.1875
970216 0430,85.1875,88.9565
970216 0435,88.9565,83.7429
970216 0440,83.7429,87.5455
970216 0445,87.5455,92.4419
970216 0450,92.4419,92.4419
970216 0455,92.4419,88.8158
970216 0500,88.8158,89.2
970216 0505,89.2,88.6296
970216 0510,88.6296,88.9455
970216 0515,88.9455,88.5645
970216 0520,88.5645,91.2903
970216 0525,91.2903,88.55
970216 0530,88.55,92.3649
970216 0535,92.3649,88.7164
970216 0540,88.7164,89.825
970216 0545,89.825,89.7037
970216 0550,89.7037,89.7037
970216 0555,89.7037,88.8228
970216 0600,88.8228,90.1124
970216 0605,90.1124,89.5357
970216 0610,89.5357,92.0703
970216 0615,92.0703,91.0927
970216 0620,91.0927,90.2975
970216 0625,90.2975,90.6784
970216 0630,90.6784,89.9751
970216 0635,89.9751,89.5083
970216 0640,89.5083,92.2894
970216 0645,92.2894,87.6969
970216 0650,87.6969,87.6969
970216 0655,87.6969,74.8882
970216 0700,74.8882,87.1794
970216 0705,87.1794,87.5437
970216 0710,87.5437,86.8826
970216 0715,86.8826,83.165
970216 0720,83.165,82.0051
970216 0725,82.0051,86.206
970216 0730,86.206,83.2348
970216 0735,83.2348,77.3246
970216 0740,77.3246,76.6156
970216 0745,76.6156,85.5325
970216 0750,85.5325,85.5325
970216 0755,85.5325,75.3193
970216 0800,75.3193,82.0219
970216 0805,82.0219,80.7511
970216 0810,80.7511,81.1872
970216 0815,81.1872,80.8942
970216 0820,80.8942,85.0474
970216 0825,85.0474,77.4853
970216 0830,77.4853,81.6593
970216 0835,81.6593,81.9242
970216 0840,81.9242,82.818
970216 0845,82.818,79.4027
970216 0850,79.4027,79.4027
970216 0855,79.4027,78.9205
970216 0900,78.9205,84.2304
970216 0905,84.2304,79.9795
970216 0910,79.9795,84.5177
970216 0915,84.5177,84.1014
970216 0920,84.1014,81.226
970216 0925,81.226,74.2648
970216 0930,74.2648,81.8944
970216 0935,81.8944,83.489
970216 0940,83.489,82.5896
970216 0945,82.5896,79.9878
970216 0950,79.9878,79.9878
970216 0955,79.9878,78.3299
970216 1000,78.3299,81.1076
970216 1005,81.1076,78.1191
970216 1010,78.1191,79.8038
970216 1015,79.8038,74.2481
970216 1020,74.2481,77.9425
970216 1025,77.9425,82.5338
970216 1030,82.5338,80.8103
970216 1035,80.8103,72.932
970216 1040,72.932,74.7201
970216 1045,74.7201,78.386
970216 1050,78.386,78.386
970216 1055,78.386,76.238
970216 1100,76.238,74.4537
970216 1105,74.4537,72.568
970216 1110,72.568,74.3299
970216 1115,74.3299,74.2218
970216 1120,74.2218,75.129
970216 1125,75.129,71.8611
970216 1130,71.8611,72.2315
970216 1135,72.2315,72.3273
970216 1140,72.3273,74.4262
970216 1145,74.4262,74.2043
970216 1150,74.2043,74.2043
970216 1155,74.2043,75.5064
970216 1200,75.5064,78.8934
970216 1205,78.8934,82.4675
970216 1210,82.4675,80.6346
970216 1215,80.6346,81.6776
970216 1220,81.6776,83.9579
970216 1225,83.9579,82.7556
970216 1230,82.7556,80.618
970216 1235,80.618,81.5498
970216 1240,81.5498,84.4116
970216 1245,84.4116,87.2064
970216 1250,87.2064,87.2064
970216 1255,87.2064,80.3721
970216 1300,80.3721,79.0096
970216 1305,79.0096,80.3145
970216 1310,80.3145,78.5176
970216 1315,78.5176,74.4964
970216 1320,74.4964,75.7837
970216 1325,75.7837,82.5076
970216 1330,82.5076,76.8315
970216 1335,76.8315,82.3106
970216 1340,82.3106,75.545
970216 1345,75.545,78.2296
970216 1350,78.2296,78.2296
970216 1355,78.2296,75.9893
970216 1400,75.9893,76.5896
970216 1405,76.5896,75.9807
970216 1410,75.9807,80.0787
970216 1415,80.0787,68.4505
970216 1420,68.4505,77.2754
970216 1425,77.2754,74.6378
970216 1430,74.6378,77.3729
970216 1435,77.3729,64.2665
970216 1440,64.2665,40.1146
970216 1445,40.1146,67.5537
970216 1450,67.5537,67.5537
970216 1455,67.5537,76.5227
970216 1500,76.5227,75.2926
970216 1505,75.2926,76.0358
970216 1510,76.0358,77.3618
970216 1515,77.3618,80.4568
970216 1520,80.4568,80.7981
970216 1525,80.7981,79.6074
970216 1530,79.6074,77.5416
970216 1535,77.5416,74.2105
970216 1540,74.2105,80.304
970216 1545,80.304,77.086
970216 1550,77.086,77.086
970216 1555,77.086,77.0068
970216 1600,77.0068,77.3015
970216 1605,77.3015,78.686
970216 1610,78.686,77.9535
970216 1615,77.9535,79.3743
970216 1620,79.3743,73.7097
970216 1625,73.7097,79.4097
970216 1630,79.4097,75.9127
970216 1635,75.9127,78.1892
970216 1640,78.1892,76.7602
970216 1645,76.7602,80.7819
970216 1650,80.7819,80.7819
970216 1655,80.7819,75.0408
970216 1700,75.0408,76.1909
970216 1705,76.1909,80.8462
970216 1710,80.8462,78.5973
970216 1715,78.5973,77.5123
970216 1720,77.5123,78.4724
970216 1725,78.4724,77.9687
970216 1730,77.9687,76.7014
970216 1735,76.7014,78.8475
970216 1740,78.8475,74.2862
970216 1745,74.2862,75.5969
970216 1750,75.5969,75.5969
970216 1755,75.5969,77.1404
970216 1800,77.1404,81.1426
970216 1805,81.1426,77.9891
970216 1810,77.9891,78.7091
970216 1815,78.7091,76.2457
970216 1820,76.2457,69.7904
970216 1825,69.7904,68.8855
970216 1830,68.8855,77
970216 1835,77,76.6036
970216 1840,76.6036,75.0879
970216 1845,75.0879,76.8222
970216 1850,76.8222,76.8222
970216 1855,76.8222,81.4044
970216 1900,81.4044,82.4386
970216 1905,82.4386,81.5023
970216 1910,81.5023,82.8131
970216 1915,82.8131,81.9082
970216 1920,81.9082,86.0026
970216 1925,86.0026,83.0268
970216 1930,83.0268,83.2015
970216 1935,83.2015,73.4033
970216 1940,73.4033,82.6051
970216 1945,82.6051,81.4025
970216 1950,81.4025,81.4025
970216 1955,81.4025,84.1033
970216 2000,84.1033,82.0642
970216 2005,82.0642,79.356
970216 2010,79.356,79.9719
970216 2015,79.9719,79.8776
970216 2020,79.8776,79.1153
970216 2025,79.1153,82.8297
970216 2030,82.8297,83.0964
970216 2035,83.0964,78.9557
970216 2040,78.9557,80.3192
970216 2045,80.3192,85.5194
970216 2050,85.5194,85.5194
970216 2055,85.5194,82.1859
970216 2100,82.1859,82.5337
970216 2105,82.5337,79.7718
970216 2110,79.7718,84.4101
970216 2115,84.4101,79.1543
970216 2120,79.1543,74.3651
970216 2125,74.3651,80.824
970216 2130,80.824,80.3041
970216 2135,80.3041,81.8976
970216 2140,81.8976,82.8744
970216 2145,82.8744,83.1111
970216 2150,83.1111,79.5659
970216 2155,79.5659,83.5304
970216 2200,83.5304,83.4658
970216 2205,83.4658,83.0737
970216 2210,83.0737,85.239
970216 2215,85.239,84.052
970216 2220,84.052,81.4554
970216 2225,81.4554,84.7273
970216 2230,84.7273,83.2809
970216 2235,83.2809,79.7071
970216 2240,79.7071,75.2538
970216 2245,75.2538,81.4771
970216 2250,81.4771,81.4771
970216 2255,81.4771,85.7985
970216 2300,85.7985,86.5347
970216 2305,86.5347,89.2939
970216 2310,89.2939,87.4488
970216 2315,87.4488,90.1047
970216 2320,90.1047,87.2123
970216 2325,87.2123,86.3811
970216 2330,86.3811,88
970216 2335,88,86.2512
970216 2340,86.2512,87.807
970216 2345,87.807,89.4952
970216 2350,89.4952,89.4952
970216 2355,89.4952,93.7881
970219 0000,93.7881,88.874
970219 0005,88.874,91.9341
970219 0010,91.9341,93.573
970219 0015,93.573,94.6627
970219 0020,94.6627,92
970219 0025,92,92.0449
970219 0030,92.0449,91.0638
970219 0035,91.0638,95.8687
970219 0040,95.8687,89.3924
970219 0045,89.3924,93.2286
970219 0050,93.2286,94.9459
970219 0055,94.9459,92.1731
970219 0100,92.1731,92.4694
970219 0105,92.4694,91.7593
970219 0110,91.7593,90
970219 0115,90,92.3913
970219 0120,92.3913,91.4808
970219 0125,91.4808,92.2182
970219 0130,92.2182,93.7586
970219 0135,93.7586,92.8667
970219 0140,92.8667,92.7619
970219 0220,92.7619,92.6786
970219 0225,92.6786,90.8333
970219 0235,90.8333,93.8431
970219 0240,93.8431,94.3404
970219 0245,94.3404,91.4634
970219 0250,91.4634,95.6176
970219 0255,95.6176,91.0909
970219 0300,91.0909,92.5625
970219 0305,92.5625,91.973
970219 0310,91.973,90.6279
970219 0315,90.6279,92.4103
970219 0320,92.4103,87.9667
970219 0325,87.9667,91.4
970219 0330,91.4,92.2105
970219 0335,92.2105,90.9048
970219 0340,90.9048,86.1333
970219 0345,86.1333,94.3077
970219 0350,94.3077,91.1333
970219 0355,91.1333,92
970219 0400,92,90.3889
970219 0405,90.3889,92.8667
970219 0410,92.8667,91.8462
970219 0415,91.8462,91.8667
970219 0420,91.8667,90.6452
970219 0425,90.6452,91.6923
970219 0430,91.6923,90.7742
970219 0435,90.7742,92.2222
970219 0440,92.2222,90.8519
970219 0445,90.8519,90
970219 0450,90,90
970219 0455,90,91
970219 0500,91,92.7436
970219 0505,92.7436,90.7907
970219 0510,90.7907,92.2097
970219 0515,92.2097,94.3793
970219 0520,94.3793,91.5606
970219 0525,91.5606,92.9846
970219 0530,92.9846,92.7013
970219 0535,92.7013,89.7391
970219 0540,89.7391,93.284
970219 0545,93.284,90.9789
970219 0550,90.9789,90.9789
970219 0555,90.9789,89.8261
970219 0600,89.8261,90.529
970219 0605,90.529,93.1494
970219 0610,93.1494,90.7939
970219 0615,90.7939,91.5307
970219 0620,91.5307,90.2
970219 0625,90.2,89.5021
970219 0630,89.5021,88.6892
970219 0635,88.6892,86.4693
970219 0640,86.4693,86.1806
970219 0645,86.1806,83.6112
970219 0650,83.6112,76.7511
970219 0655,76.7511,74.6287
970219 0700,74.6287,71.0741
970219 0705,71.0741,68.1467
970219 0710,68.1467,68.8925
970219 0715,68.8925,72.011
970219 0720,72.011,59.1875
970219 0725,59.1875,56.7078
970219 0730,56.7078,64.619
970219 0735,64.619,61.8682
970219 0740,61.8682,51.5604
970219 0745,51.5604,49.698
970219 0750,49.698,49.698
970219 0755,49.698,26.6942
970219 0800,26.6942,29.1795
970219 0805,29.1795,26.4156
970219 0810,26.4156,28.6447
970219 0815,28.6447,31
970219 0820,31,32.7642
970219 0825,32.7642,32.3798
970219 0830,32.3798,35.0469
970219 0835,35.0469,41.9357
970219 0840,41.9357,38.1624
970219 0845,38.1624,37.6334
970219 0850,37.6334,37.6334
970219 0855,37.6334,35.7862
970219 0900,35.7862,49.2475
970219 0905,49.2475,46.3652
970219 0910,46.3652,44.0036
970219 0915,44.0036,47.5242
970219 0920,47.5242,46.4587
970219 0925,46.4587,44.729
970219 0930,44.729,39.8639
970219 0935,39.8639,45.8533
970219 0940,45.8533,44.9903
970219 0945,44.9903,44.5907
970219 0950,44.5907,44.5907
970219 0955,44.5907,58.1409
970219 1000,58.1409,56.6446
970219 1005,56.6446,52.6229
970219 1010,52.6229,47.1041
970219 1015,47.1041,31.68
970219 1020,31.68,26.894
970219 1025,26.894,27.5114
970219 1030,27.5114,26.9882
970219 1035,26.9882,28.6613
970219 1040,28.6613,27.7273
970219 1045,27.7273,36.6806
970219 1050,36.6806,36.6806
970219 1055,36.6806,52.0996
970219 1100,52.0996,54.7154
970219 1105,54.7154,55.2598
970219 1110,55.2598,57.1107
970219 1115,57.1107,77.6485
970219 1120,77.6485,79.0587
970219 1125,79.0587,79.3832
970219 1130,79.3832,85.5867
970219 1135,85.5867,83.5072
970219 1140,83.5072,81.3909
970219 1145,81.3909,83.2327
970219 1150,83.2327,83.2327
970219 1155,83.2327,81.0732
970219 1200,81.0732,84.3358
970219 1205,84.3358,82.4807
970219 1210,82.4807,86.0769
970219 1215,86.0769,82.278
970219 1220,82.278,85.5327
970219 1225,85.5327,78.1952
970219 1230,78.1952,83.2839
970219 1235,83.2839,81.5174
970219 1240,81.5174,85.0343
970219 1245,85.0343,84.3333
970219 1250,84.3333,84.3333
970219 1255,84.3333,78.336
970219 1300,78.336,84.3967
970219 1305,84.3967,80.658
970219 1310,80.658,81.5033
970219 1315,81.5033,82.4256
970219 1320,82.4256,76.4225
970219 1325,76.4225,79.7949
970219 1330,79.7949,78.9109
970219 1335,78.9109,79.3646
970219 1340,79.3646,77.3996
970219 1345,77.3996,78.8656
970219 1350,78.8656,78.8656
970219 1355,78.8656,70.9355
970219 1400,70.9355,74.3979
970219 1405,74.3979,73.498
970219 1410,73.498,74.7165
970219 1415,74.7165,62.4508
970219 1420,62.4508,68.9605
970219 1425,68.9605,70.1148
970219 1430,70.1148,71.1137
970219 1435,71.1137,69.9822
970219 1440,69.9822,69.0511
970219 1445,69.0511,72.5662
970219 1450,72.5662,72.5662
970219 1455,72.5662,66.1231
970219 1500,66.1231,70.4044
970219 1505,70.4044,68.5647
970219 1510,68.5647,72.7704
970219 1515,72.7704,75.8148
970219 1520,75.8148,75.787
