日期和時間,流量(車輛/小時),車速(公里/小時),密度(車輛/公里)
970223 1045,6024,79.5737,18.9258
970223 1050,6156,72.6686,21.1783
970223 1055,6156,72.6686,21.1783
970223 1100,6792,70.3781,24.1268
970223 1105,6288,75.3092,20.874
970223 1110,6792,72.3675,23.4636
970223 1115,6276,74.1893,21.1486
970223 1120,5568,76.4871,18.1992
970223 1125,6156,59.8285,25.7235
970223 1130,6840,70.0263,24.4194
970223 1135,5724,77.5493,18.4528
970223 1140,5856,75.8709,19.2959
970223 1145,6336,71.2803,22.2221
970223 1150,6096,72.4823,21.0258
970223 1155,6096,72.4823,21.0258
970223 1200,5688,73.9409,19.2316
970223 1205,5820,70.8227,20.5443
970223 1210,5772,77.0229,18.7347
970223 1215,5160,78.7628,16.3783
970223 1220,5136,77.271,16.6168
970223 1225,5544,75.7208,18.3041
970223 1230,5556,76.054,18.2633
970223 1235,4692,81.5294,14.3874
970223 1240,5196,79.5196,16.3356
970223 1245,6396,71.0056,22.5193
970223 1250,6288,71.2595,22.0602
970223 1255,6288,71.2595,22.0602
970223 1300,6108,75.1729,20.3132
970223 1305,5292,80.7143,16.3912
970223 1310,5424,77.7212,17.447
970223 1315,5508,76.4553,18.0105
970223 1320,5328,80.5698,16.5322
970223 1325,5112,81.0798,15.7622
970223 1330,6276,76.0803,20.6229
970223 1335,5388,78.755,17.1037
970223 1340,6216,76.5792,20.2927
970223 1345,5772,78.4096,18.4034
970223 1350,6072,73.9091,20.5387
970223 1355,6072,73.9091,20.5387
970223 1400,5772,77.3992,18.6436
970223 1405,6216,73.0927,21.2607
970223 1410,5652,78.6539,17.9648
970223 1415,6528,76.2518,21.4028
970223 1420,5580,78.4387,17.7846
970223 1425,5664,80.1992,17.656
970223 1430,6276,72.1702,21.7403
970223 1435,6492,69.4288,23.3765
970223 1440,5772,74.079,19.4792
970223 1445,6096,70.8228,21.5185
970223 1450,6252,71.9463,21.7245
970223 1455,6000,76.616,19.5782
970223 1500,6432,73.6922,21.8205
970223 1505,5592,71.6738,19.505
970223 1510,5904,77.2846,19.0983
970223 1515,5064,78.1043,16.2091
970223 1520,6348,69.3629,22.8797
970223 1525,5736,77.7155,18.4519
970223 1530,5952,75.3911,19.7371
970223 1535,5868,71.2474,20.5902
970223 1540,5988,75.2485,19.8941
970223 1545,6204,75.5397,20.5323
970223 1550,5748,76.0772,18.8887
970223 1555,5748,76.0772,18.8887
970223 1600,6372,73.9153,21.5517
970223 1605,5796,74.1263,19.5477
970223 1610,6084,72.5661,20.9602
970223 1615,6288,69.5916,22.5889
970223 1620,6480,73.3333,22.0909
970223 1625,5952,73.5625,20.2277
970223 1630,6036,72.8748,20.7068
970223 1635,5880,76.2122,19.2882
970223 1640,5232,76.1514,17.1763
970223 1645,5976,72.5562,20.5909
970223 1650,5436,76.0287,17.8748
970223 1655,5436,76.0287,17.8748
970223 1700,6132,73.4971,20.858
970223 1705,5508,75.6906,18.1925
970223 1710,5832,74.5823,19.5489
970223 1715,5484,71.8972,19.0689
970223 1720,6684,69.7289,23.9642
970223 1725,6324,75.6015,20.9123
970223 1730,5880,74.2429,19.7999
970223 1735,6276,73.5086,21.3444
970223 1740,5424,73.6527,18.4107
970223 1745,6636,71.3056,23.2661
970223 1750,6264,74.069,21.1425
970223 1755,5940,76.0606,19.5239
970223 1800,5928,71.6336,20.6886
970223 1805,6084,75.501,20.1454
970223 1810,5844,70.6057,20.6924
970223 1815,6312,68.7624,22.9486
970223 1820,5880,67.4571,21.7916
970223 1825,5856,61.3094,23.8789
970223 1830,5496,35.5284,38.6733
970223 1835,5892,29.224,50.4037
970223 1840,6264,35.7241,43.8359
970223 1845,5868,54.9284,26.7075
970223 1850,5052,73.9644,17.0758
970223 1855,5052,73.9644,17.0758
970223 1900,5088,77.4764,16.4179
970223 1905,4956,73.1622,16.935
970223 1910,5184,76.463,16.9494
970223 1915,3924,77.7248,12.6215
970223 1920,4596,77.1906,14.8852
970223 1925,5028,73.2959,17.1497
970223 1930,4512,73.6489,15.3159
970223 1935,5940,68.7495,21.6002
970223 1940,5628,73.9126,19.036
970223 1945,4224,78.7159,13.4153
970223 1950,4080,75.1412,13.5744
970223 1955,4080,75.1412,13.5744
970223 2000,4308,80.5877,13.3643
970223 2005,4608,77.4401,14.876
970223 2010,4032,81.0357,12.439
970223 2015,4236,81.1218,13.0544
970223 2020,4704,81.1556,14.4907
970223 2025,4656,80.2216,14.5098
970223 2030,4692,81.3657,14.4164
970223 2035,5136,77.9229,16.4778
970223 2040,4884,70.3243,17.3624
970223 2045,4332,79.0914,13.693
970223 2050,4272,76.1292,14.0288
970223 2055,4668,80.5733,14.4837
970223 2100,4800,80.64,14.881
970223 2105,4740,84.1949,14.0745
970223 2110,3756,86.0447,10.9129
970223 2115,3972,84.9758,11.6857
970223 2120,4140,84.6203,12.2311
970223 2125,4644,80.9432,14.3434
970223 2130,4428,81.1111,13.6479
970223 2135,4200,81.7057,12.851
970223 2140,4020,84.2269,11.9321
970223 2145,4596,82.8668,13.8656
970223 2150,4488,79.8476,14.0518
970223 2155,4488,79.8476,14.0518
970223 2200,4884,80.4005,15.1865
970223 2205,4212,82.9687,12.6915
970223 2210,4500,84.3227,13.3416
970223 2215,4476,80.6005,13.8833
970223 2220,3900,85.5231,11.4004
970223 2225,4344,80.047,13.567
970223 2230,3948,81.1216,12.1669
970223 2235,4476,81.0402,13.808
970223 2240,3708,80.3851,11.532
970223 2245,3372,86.2456,9.7744
970223 2250,3336,87.0108,9.585
970223 2255,3336,87.0108,9.585
970223 2300,3468,85.5363,10.136
970223 2305,3516,83.5836,10.5164
970223 2310,2868,88.7448,8.0793
970223 2315,3348,89.6487,9.3364
970223 2320,3000,87.948,8.5278
970223 2325,2724,85.7709,7.9398
970223 2330,2880,88.4708,8.1383
970223 2335,2424,88.3218,6.8613
970223 2340,2676,86.7354,7.7131
970223 2345,2124,88.1582,6.0233
970223 2350,2352,88.4949,6.6445
970223 2355,2460,89.2585,6.8901
970224 0000,1992,87.5,5.6914
970224 0005,2220,88.4595,6.2741
970224 0010,2016,88.5774,5.6899
970224 0015,1836,87.8693,5.2237
970224 0020,2076,89.6416,5.7897
970224 0025,1764,89.8367,4.9089
970224 0030,1764,91.5646,4.8163
970224 0035,1752,88.2808,4.9614
970224 0040,1596,91.1955,4.3752
970224 0045,1284,94.1963,3.4078
970224 0050,1488,93.3871,3.9834
970224 0055,1488,93.3871,3.9834
970224 0100,1272,91.6226,3.4708
970224 0105,1104,91.6522,3.0114
970224 0110,1404,92.6923,3.7867
970224 0115,1248,90.7115,3.4395
970224 0120,1188,92.9697,3.1946
970224 0125,1008,91.5476,2.7527
970224 0130,1092,90.1648,3.0278
970224 0135,1152,89.9688,3.2011
970224 0140,852,91.9155,2.3173
970224 0145,924,91.5195,2.5241
970224 0150,1104,94.0109,2.9358
970224 0155,1104,94.0109,2.9358
970224 0200,900,88.0933,2.5541
970224 0205,852,93.7042,2.2731
970224 0210,720,90.2833,1.9937
970224 0215,720,93.6,1.9231
970224 0220,732,93.9508,1.9478
970224 0225,828,92.6087,2.2352
970224 0230,684,93.6491,1.826
970224 0235,804,92.4925,2.1731
970224 0240,636,91.2642,1.7422
970224 0245,732,93.4918,1.9574
970224 0250,696,90.6552,1.9194
970224 0255,900,90.4267,2.4882
970224 0300,540,86.9333,1.5529
970224 0305,708,89.1695,1.985
970224 0310,624,90.7308,1.7194
970224 0315,504,94,1.3404
970224 0320,444,92.027,1.2062
970224 0325,492,91.4146,1.3455
970224 0330,576,90.7292,1.5871
970224 0335,552,91.4783,1.5086
970224 0340,444,90.9189,1.2209
970224 0345,420,90.0571,1.1659
970224 0350,372,90.9677,1.0223
970224 0355,372,90.9677,1.0223
970224 0400,372,90.2258,1.0307
970224 0405,312,91.6154,0.8514
970224 0410,336,90.75,0.9256
970224 0415,420,89.0571,1.179
970224 0420,468,89.641,1.3052
970224 0425,432,92.4167,1.1686
970224 0430,504,90.8095,1.3875
970224 0435,600,89.42,1.6775
970224 0440,408,92.3529,1.1045
970224 0445,312,92.5385,0.8429
970224 0450,444,88.7568,1.2506
970224 0455,444,88.7568,1.2506
970224 0500,444,93.3243,1.1894
970224 0505,564,89.5106,1.5752
970224 0510,648,89.7037,1.8059
970224 0515,576,92.6875,1.5536
970224 0520,732,89.7049,2.04
970224 0525,684,90.6491,1.8864
970224 0530,612,87.9804,1.739
970224 0535,708,92.3729,1.9161
970224 0540,744,90.0161,2.0663
970224 0545,864,87.1667,2.478
970224 0550,984,89.5732,2.7464
970224 0555,984,89.5732,2.7464
970224 0600,1284,89.2523,3.5965
970224 0605,1212,89.9307,3.3693
970224 0610,1416,94.0085,3.7656
970224 0615,1392,93.3534,3.7278
970224 0620,1584,90.3561,4.3827
970224 0625,1680,93.6,4.4872
970224 0630,1788,93.2349,4.7943
970224 0635,1932,91.2733,5.2918
970224 0640,2100,91.5314,5.7357
970224 0645,2028,91.2367,5.557
970224 0650,2124,91.1751,5.824
970224 0655,2832,89.7203,7.8912
970224 0700,2940,92.7224,7.9269
970224 0705,2640,92.7545,7.1156
970224 0710,3252,87.0185,9.3428
970224 0715,3096,90.5969,8.5433
970224 0720,3372,90.7153,9.2928
970224 0725,3336,90.1403,9.2522
970224 0730,3432,89.3147,9.6065
970224 0735,3216,91.1231,8.8232
970224 0740,3060,90.4039,8.462
970224 0745,3156,90.5019,8.718
970224 0750,3276,91.044,8.9957
970224 0755,3276,91.044,8.9957
970224 0800,2832,91.5254,7.7356
970224 0805,3036,90.1304,8.4211
970224 0810,3216,89.3134,9.002
970224 0815,3468,89.4325,9.6945
970224 0820,3444,87.7352,9.8136
970224 0825,4092,88.8152,11.5183
970224 0830,3636,90.8845,10.0017
970224 0835,3408,87.6972,9.7152
970224 0840,3804,87.9716,10.8103
970224 0845,3636,88.0264,10.3264
970224 0850,3792,82.9146,11.4335
970224 0855,3792,82.9146,11.4335
970224 0900,3384,88.3794,9.5724
970224 0905,3912,87.1288,11.2248
970224 0910,3960,88.8818,11.1384
970224 0915,3912,89.0644,10.9808
970224 0920,4260,86.9099,12.2541
970224 0925,4488,87.3904,12.8389
970224 0930,4152,89.185,11.6387
970224 0935,4296,87.0475,12.3381
970224 0940,4380,87.8466,12.4649
970224 0945,4848,84.302,14.3769
970224 0950,4740,81.3063,14.5745
970224 0955,5124,85.5152,14.9798
970224 1000,4812,82.818,14.5258
970224 1005,5100,84.2635,15.1311
970224 1010,4896,84.1152,14.5515
970224 1015,5040,83.3643,15.1144
970224 1020,5952,80.8306,18.4089
970224 1025,5112,86.3521,14.7999
970224 1030,6084,83.0947,18.3044
970224 1035,5232,83.2317,15.7152
970224 1040,6108,81.721,18.6855
970224 1045,6204,82.058,18.9013
970224 1050,5976,83.1807,17.9609
970224 1055,5976,83.1807,17.9609
970224 1100,5928,85.4615,17.3411
970224 1105,5760,84.1583,17.1106
970224 1110,6516,81.1215,20.081
970224 1115,6564,81.4497,20.1474
970224 1120,6408,81.2959,19.7058
970224 1125,6156,80.0507,19.2253
970224 1130,6684,82.4255,20.2729
970224 1135,6540,84.5468,19.3384
970224 1140,5916,81.5335,18.1398
970224 1145,6216,81.8784,18.9794
970224 1150,5736,85.3096,16.8094
970224 1155,5736,85.3096,16.8094
970224 1200,5220,85.2138,15.3144
970224 1205,5328,86.2523,15.4431
970224 1210,4776,85.7563,13.9232
970224 1215,5184,81.7731,15.8487
970224 1220,4944,85.949,14.3806
970224 1225,4944,88.3786,13.9853
970224 1230,4872,84.9803,14.3327
970224 1235,4704,84.7602,13.8744
970224 1240,5256,88.1096,14.9132
970224 1245,4644,89.1085,13.0291
970224 1250,5244,84.6522,15.4869
970224 1255,4872,87.3202,13.9487
970224 1300,4836,82.5161,14.6517
970224 1305,4896,80.1176,15.2775
970224 1310,5076,83.5839,15.1823
970224 1315,4968,86.4034,14.3744
970224 1320,5856,83.752,17.4802
970224 1325,5208,85.4263,15.2412
970224 1330,6156,83.0175,18.5383
970224 1335,5532,83.5315,16.5566
970224 1340,6204,82.0426,18.9048
970224 1345,5352,80.7511,16.5694
970224 1350,6408,80.7715,19.8337
970224 1355,6408,80.7715,19.8337
970224 1400,6444,78.8045,20.443
970224 1405,6744,76.5463,22.0259
970224 1410,6216,81.7838,19.0013
970224 1415,6156,80.7018,19.0702
970224 1420,6288,81.7156,19.2374
970224 1425,5856,82.3484,17.7781
970224 1430,6408,82.7697,19.3549
970224 1435,6960,80.8845,21.5122
970224 1440,6396,82.6923,19.3367
970224 1445,6648,76.4819,21.7306
970224 1450,6384,78.9267,20.2213
970224 1455,6384,78.9267,20.2213
970224 1500,5784,81.2884,17.7885
970224 1505,6228,82.3526,18.9065
970224 1510,5796,83.0559,17.4461
970224 1515,6204,71.4352,21.712
970224 1520,6768,70.7199,23.9254
970224 1525,6924,79.6378,21.7359
970224 1530,6468,82.3265,19.6413
970224 1535,5892,78.9593,18.6552
970224 1540,6192,76.7035,20.1816
970224 1545,6564,77.8117,21.0894
970224 1550,5616,78.4744,17.8912
970224 1555,6600,78.8655,20.9217
970224 1600,6816,78.4754,21.7138
970224 1605,6744,77.6762,21.7055
970224 1610,5952,81.5262,18.2518
970224 1615,5832,78.8539,18.4899
970224 1620,5916,76.1501,19.4222
970224 1625,6480,78.9,20.5323
970224 1630,6252,80.7332,19.3601
970224 1635,6144,77.6172,19.7894
970224 1640,6396,79.1463,20.2031
970224 1645,6072,78.5692,19.3206
970224 1650,6528,79.9063,20.4239
970224 1655,6528,79.9063,20.4239
970224 1700,6336,77.4167,20.4607
970224 1705,5388,80.3719,16.7596
970224 1710,6840,75.1386,22.7579
970224 1715,6108,76.7996,19.8829
970224 1720,6144,77.3828,19.8494
970224 1725,6828,73.7504,23.1456
970224 1730,6000,79.686,18.8239
970224 1735,6672,79.8255,20.8956
970224 1740,6420,81.4523,19.7048
970224 1745,6600,78.6618,20.9759
970224 1750,6276,77.8145,20.1633
970224 1755,6276,77.8145,20.1633
970224 1800,6324,75.2562,21.0082
970224 1805,6108,75.2888,20.2819
970224 1810,6444,74.3724,21.6612
970224 1815,6312,74.6293,21.1445
970224 1820,5988,75.3487,19.8676
970224 1825,6132,75.2211,20.3799
970224 1830,4932,73.4623,16.7841
970224 1835,6348,71.7013,22.1335
970224 1840,5856,74.9549,19.5317
970224 1845,5556,74.6436,18.6084
970224 1850,5328,68.9099,19.3296
970224 1855,5328,68.9099,19.3296
970224 1900,5652,76.3843,18.4986
970224 1905,5928,75.4818,19.6339
970224 1910,6180,73.4796,21.0262
970224 1915,5748,73.6973,19.4987
970224 1920,5220,75.8437,17.2064
970224 1925,5892,74.0285,19.8977
970224 1930,6396,73.167,21.8541
970224 1935,5052,76.3753,16.5368
970224 1940,5652,76.4841,18.4744
970224 1945,4680,75.8231,15.4307
970224 1950,5280,71.4614,18.4715
970224 1955,5280,71.4614,18.4715
970224 2000,6084,66.1203,23.0035
970224 2005,6264,62.6724,24.9871
970224 2010,5400,67.0222,20.1426
970224 2015,5628,67.7974,20.753
970224 2020,6492,63.0351,25.7476
970224 2025,6756,60.833,27.7645
970224 2030,6360,60.3792,26.3336
970224 2035,6828,61.4587,27.7747
970224 2040,6708,61.5134,27.2623
970224 2045,6840,58.3947,29.2835
970224 2050,6528,64.4504,25.3218
970224 2055,6528,64.4504,25.3218
970224 2100,7092,65.6904,26.9903
970224 2105,6012,73.507,20.447
970224 2110,5796,73.1387,19.8117
970224 2115,6192,63.376,24.4257
970224 2120,6792,68.5742,24.7615
970224 2125,6768,72.0408,23.4867
970224 2130,6516,69.6685,23.3822
970224 2135,5508,71.0436,19.3825
970224 2140,6996,61.0103,28.6673
970224 2145,6012,68.6986,21.8782
970224 2150,5652,74.4756,18.9727
970224 2155,5652,74.4756,18.9727
970224 2200,5604,74.2762,18.862
970224 2205,5760,72.125,19.9653
970224 2210,6720,67.9786,24.7137
970224 2215,5808,72.845,19.9327
970224 2220,6300,72.4533,21.7381
970224 2225,5964,75.3179,19.7961
970224 2230,5532,73.0651,18.9283
970224 2235,6024,71.5657,21.0436
970224 2240,5436,77.2936,17.5823
970224 2245,5856,76.1455,19.2264
970224 2250,5172,78.6682,16.4361
970224 2255,5520,75.8978,18.1823
970224 2300,5208,76.7488,16.9644
970224 2305,5028,77.1933,16.2838
970224 2310,5316,82.386,16.1314
970224 2315,4296,83.3073,12.892
970224 2320,3564,85.9394,10.3678
970224 2325,3336,87.946,9.4831
970224 2330,2832,85.5805,8.2729
970224 2335,3876,86.4365,11.2105
970224 2340,3612,87.7043,10.296
970224 2345,3072,87.8594,8.7412
970224 2350,2940,90.0041,8.1663
970224 2355,2940,90.0041,8.1663
970225 0000,2376,85.3838,6.9568
970225 0005,2280,86.6632,6.5772
970225 0010,2280,90.9947,6.2641
970225 0015,2268,88.2222,6.427
970225 0020,2364,88.5736,6.6724
970225 0025,2112,89.8295,5.8778
970225 0030,1824,88.8092,5.1346
970225 0035,1488,91.0081,4.0875
970225 0040,1512,88.7778,4.2578
970225 0045,1320,88.7909,3.7166
970225 0050,1092,90.9341,3.0022
970225 0055,1092,90.9341,3.0022
970225 0100,1044,93.0345,2.8054
970225 0105,1044,88.8391,2.9379
970225 0110,984,88.2683,2.787
970225 0115,864,91.1111,2.3707
970225 0120,948,89.9114,2.6359
970225 0125,876,88.1781,2.4836
970225 0130,816,87.1324,2.3413
970225 0135,876,90.6986,2.4146
970225 0140,744,88.8548,2.0933
970225 0145,720,89.7,2.0067
970225 0150,576,90.4792,1.5915
970225 0155,672,91.1607,1.8429
970225 0200,552,89.8478,1.5359
970225 0205,684,88.7719,1.9263
970225 0210,468,86.2821,1.356
970225 0215,456,87.2105,1.3072
970225 0220,504,90.8095,1.3875
970225 0225,540,86.2,1.5661
970225 0230,588,91.551,1.6057
970225 0235,480,91.075,1.3176
970225 0240,540,90.9111,1.485
970225 0245,612,91,1.6813
970225 0250,444,88.1351,1.2594
970225 0255,444,88.1351,1.2594
970225 0300,348,84.8621,1.0252
970225 0305,300,90.64,0.8274
970225 0310,360,88.0333,1.0223
970225 0315,384,91.4375,1.0499
970225 0320,336,91.6786,0.9162
970225 0325,396,88.3636,1.1204
970225 0330,384,86.375,1.1114
970225 0335,492,85.9512,1.431
970225 0340,396,84.2121,1.1756
970225 0345,288,86.2917,0.8344
970225 0350,288,86.5833,0.8316
970225 0355,288,86.5833,0.8316
970225 0400,432,87.0278,1.241
970225 0405,372,87.9355,1.0576
970225 0410,408,88.7059,1.1499
970225 0415,396,90.4242,1.0948
970225 0420,348,92.1724,0.9439
970225 0425,300,93.2,0.8047
970225 0430,384,90.6875,1.0586
970225 0435,444,89.1351,1.2453
970225 0440,408,87.1176,1.1708
970225 0445,420,88.8,1.1824
970225 0450,636,89.9057,1.7685
970225 0455,420,91.6,1.1463
970225 0500,504,85.5714,1.4725
970225 0505,552,91.2174,1.5129
970225 0510,516,87.2558,1.4784
970225 0515,600,86.48,1.7345
970225 0520,888,87.8378,2.5274
970225 0525,816,85.2647,2.3925
970225 0530,852,88.7465,2.4001
970225 0535,1032,86.8605,2.9703
970225 0540,1128,93.5319,3.015
970225 0545,1260,91.1429,3.4561
970225 0550,1392,87.7586,3.9654
970225 0555,1392,87.7586,3.9654
970225 0600,1632,91.9118,4.439
970225 0605,2256,90.6383,6.2225
970225 0610,2256,92.3511,6.1071
970225 0615,2916,90.749,8.0331
970225 0620,3444,89.5087,9.6192
970225 0625,3216,88.8881,9.0451
970225 0630,4428,86.664,12.7735
970225 0635,4368,88.4231,12.3497
970225 0640,4836,86.531,13.9719
970225 0645,6684,83.298,20.0605
970225 0650,6780,81.2283,20.8671
970225 0655,6780,81.2283,20.8671
970225 0700,7236,71.665,25.2424
970225 0705,7668,67.0329,28.5979
970225 0710,8136,69.5339,29.2519
970225 0715,6600,74.4818,22.1531
970225 0720,5316,85.6862,15.5101
970225 0725,5124,85.5222,14.9786
970225 0730,5772,84.9605,16.9844
970225 0735,6420,84.2206,19.0571
970225 0740,6516,75.0755,21.6982
970225 0745,7260,75.6281,23.999
970225 0750,7320,71.0869,25.7431
970225 0755,7320,71.0869,25.7431
970225 0800,7356,69.2626,26.5511
970225 0805,7236,69.9851,25.8484
970225 0810,7512,69.107,27.1752
970225 0815,6912,71.191,24.2727
970225 0820,6816,71.2641,23.9111
970225 0825,6948,71.0587,24.4446
970225 0830,6672,68.4191,24.3792
970225 0835,7260,65.5058,27.7075
970225 0840,6648,61.8105,26.8886
970225 0845,3936,25.2378,38.9891
970225 0850,3780,21.2825,44.4026
970225 0855,3780,21.2825,44.4026
970225 0900,3984,19.506,51.0611
970225 0905,5364,30.9955,43.2643
970225 0910,6636,43.8192,37.8601
970225 0915,6564,48.8227,33.6114
970225 0920,6300,45.3181,34.7543
970225 0925,7176,47.5853,37.7007
970225 0930,6300,62.0762,25.372
970225 0935,6780,60.8619,27.8499
970225 0940,6432,44.1194,36.4465
970225 0945,5796,61.7743,23.4563
970225 0950,6060,67.9485,22.2963
970225 0955,6060,67.9485,22.2963
970225 1000,5904,67.3008,21.9314
970225 1005,7092,53.4687,33.1596
970225 1010,6708,56.8801,29.483
970225 1015,7308,49.3465,37.0239
970225 1020,6840,59.6965,28.6449
970225 1025,6696,62.8047,26.6541
970225 1030,6192,62.3682,24.8203
970225 1035,5796,69.8137,20.7552
970225 1040,5988,65.493,22.8574
970225 1045,6408,58.9869,27.1586
970225 1050,6396,66.6379,23.9954
970225 1055,6396,66.6379,23.9954
970225 1100,5964,73.163,20.3792
970225 1105,5976,73.2349,20.4001
970225 1110,5112,84.2089,15.1765
970225 1115,4752,85.6061,13.8775
970225 1120,4812,81.7456,14.7164
970225 1125,5028,84.9594,14.7953
970225 1130,4476,85.5228,13.0842
970225 1135,5064,86.6398,14.6122
970225 1140,4896,82.1176,14.9054
970225 1145,4848,78.2525,15.4883
970225 1150,4632,84.2953,13.7374
970225 1155,4860,82.1753,14.7855
970225 1200,4836,77.2109,15.6584
970225 1205,4572,86.5774,13.2021
970225 1210,4692,85.7417,13.6806
970225 1215,4404,84.0163,13.1046
970225 1220,3996,89.5796,11.1521
970225 1225,4692,88.0767,13.3179
970225 1230,4800,82.7725,14.4976
970225 1235,5064,84.2725,15.0227
970225 1240,5052,82.8575,15.243
970225 1245,4716,84.1603,14.009
970225 1250,5052,81.1615,15.5616
970225 1255,5052,81.1615,15.5616
970225 1300,4944,85.8544,14.3965
970225 1305,4668,85.8972,13.586
970225 1310,5328,81.7725,16.2891
970225 1315,5136,82.7477,15.5171
970225 1320,4824,81.9453,14.7171
970225 1325,5364,80.5123,16.6558
970225 1330,5724,73.0901,19.5786
970225 1335,5172,78.0742,16.5612
970225 1340,6120,73.1882,20.905
970225 1345,6528,74.3658,21.9456
970225 1350,6276,76.3824,20.5414
970225 1355,6276,76.3824,20.5414
970225 1400,5892,82.776,17.795
970225 1405,6132,82.5147,18.5785
970225 1410,5808,79.8182,18.1913
970225 1415,6720,73.3268,22.9111
970225 1420,6072,77.4763,19.5931
970225 1425,6504,78.8007,20.6343
970225 1430,5436,84.4437,16.0936
970225 1435,5988,74.2665,20.1571
970225 1440,5376,78.0357,17.2229
970225 1445,5988,79.2305,18.8942
970225 1450,6324,76.5275,20.6592
970225 1455,6060,79.095,19.1542
970225 1500,5880,77.8918,18.8723
970225 1505,5508,84.2549,16.3433
970225 1510,5652,84.5924,16.7036
970225 1515,6072,82.6462,18.3674
970225 1520,5280,86.3364,15.289
970225 1525,5856,82.3115,17.7861
970225 1530,6492,79.098,20.5189
970225 1535,6312,78.9582,19.9853
970225 1540,5532,85.8872,16.1025
970225 1545,5916,83.499,17.7128
970225 1550,5484,83.9956,16.3223
970225 1555,5484,83.9956,16.3223
970225 1600,5508,85.8627,16.0372
970225 1605,5532,79.6746,17.3581
970225 1610,6036,76.2286,19.7957
970225 1615,5544,82.2879,16.8433
970225 1620,5712,80.8992,17.6516
970225 1625,6360,76.1962,20.8672
970225 1630,6060,81.0455,18.6932
970225 1635,5976,81.9016,18.2414
970225 1640,5904,81.7114,18.0636
970225 1645,6336,79.2348,19.9912
970225 1650,6432,82.222,19.5568
970225 1655,6432,82.222,19.5568
970225 1700,5988,81.5792,18.3503
970225 1705,6696,84.2688,19.865
970225 1710,6180,81.8718,18.871
970225 1715,6084,86.5838,17.5668
970225 1720,6108,83.0923,18.3771
970225 1725,6504,79.3376,20.4947
970225 1730,7320,76.5164,23.9164
970225 1735,6600,81.7745,20.1774
970225 1740,7032,80.5051,21.8371
970225 1745,5796,83.6439,17.3234
970225 1750,6684,79.0197,21.1466
970225 1755,6132,79.8356,19.202
970225 1800,6240,81.0827,19.2396
970225 1805,5388,80.9733,16.6351
970225 1810,6144,76.1973,20.1582
970225 1815,5064,77.9882,16.2332
970225 1820,5136,80.4463,15.961
970225 1825,5196,81.963,15.8486
970225 1830,4704,80.0944,14.6827
970225 1835,4980,83.4241,14.9237
970225 1840,4860,83.2025,14.6029
970225 1845,5712,81.5378,17.5133
970225 1850,4860,85.0543,14.285
970225 1855,4860,85.0543,14.285
970225 1900,4668,83.5835,13.9621
970225 1905,4488,84.5989,13.2626
970225 1910,4176,86.8046,12.027
970225 1915,4680,85.5538,13.6756
970225 1920,5172,87.5963,14.7609
970225 1925,4896,82.6299,14.813
970225 1930,4512,86.25,13.0783
970225 1935,4392,84.6475,12.9714
970225 1940,4368,78.739,13.8686
970225 1945,4044,86.1098,11.7408
970225 1950,4668,82.8098,14.0925
970225 1955,4668,82.8098,14.0925
970225 2000,4296,86.9385,12.3536
970225 2005,4344,87.2569,12.446
970225 2010,3888,88.0895,11.0342
970225 2015,4092,87.2845,11.7203
970225 2020,3648,86.8289,10.5034
970225 2025,4248,81.9859,12.9535
970225 2030,4524,81.5676,13.8658
970225 2035,4584,83.0497,13.799
970225 2040,4344,84.5,12.8521
970225 2045,3984,85.9819,11.5838
970225 2050,3648,87.3487,10.4409
970225 2055,3540,86.3864,10.2447
970225 2100,3816,87.1101,10.9517
970225 2105,3228,91.6617,8.8041
970225 2110,3252,87.5498,9.2861
970225 2115,2988,90.6345,8.2419
970225 2120,3660,89.1213,10.2669
970225 2125,3480,88.1862,9.8655
970225 2130,3660,91.0525,10.0492
970225 2135,3288,91.5,8.9836
970225 2140,3696,86.6039,10.6693
970225 2145,3396,90.53,9.3781
970225 2150,3084,90.1829,8.5493
970225 2155,3084,90.1829,8.5493
970225 2200,3180,91.1547,8.7214
970225 2205,2760,88.1261,7.8297
970225 2210,2772,92.4286,7.4977
970225 2215,2640,88.2909,7.4753
970225 2220,3096,89.7907,8.62
970225 2225,3240,87.5259,9.2544
970225 2230,3012,89.5538,8.4084
970225 2235,2544,90.2406,7.0478
970225 2240,2844,88.8143,8.0055
970225 2245,2256,89.7872,6.2815
970225 2250,2436,90.0148,6.7656
970225 2255,2436,90.0148,6.7656
970225 2300,1980,90.1455,5.4911
970225 2305,1920,91.5563,5.2427
970225 2310,1620,94.6444,4.2792
970225 2315,1416,93.0085,3.8061
970225 2320,1764,89.9252,4.9041
970225 2325,1992,90.9819,5.4736
970225 2330,1584,88.4394,4.4776
970225 2335,1464,88.5164,4.1348
970225 2340,1692,88.8723,4.7596
970225 2345,1884,88.2739,5.3357
970225 2350,1680,90.5929,4.6361
970225 2355,1680,90.5929,4.6361
970226 0000,1344,92.5625,3.63
970226 0005,1200,86.26,3.4779
970226 0010,1152,91.3958,3.1511
970226 0015,1092,92.3626,2.9557
970226 0020,1020,92.4706,2.7576
970226 0025,1308,91.7982,3.5622
970226 0030,1236,91.3301,3.3833
970226 0035,1044,92.8621,2.8106
970226 0040,876,94.8082,2.3099
970226 0045,912,85.3684,2.6708
970226 0050,672,91.9286,1.8275
970226 0055,672,91.9286,1.8275
970226 0100,588,94.3265,1.5584
